cust_id,age,gender,city,loyalty_segment,preferred_channel,registration_date
CUST06995,33,Male,Abbottabad,Bronze,In-Store,2024-07-16
CUST06996,49,Female,Sargodha,Bronze,Online,2025-05-20
CUST06997,54,Male,Lahore,Gold,Online,2016-03-18
CUST06998,57,Male,Lahore,Bronze,In-Store,2023-07-06
CUST06999,22,Female,Multan,Gold,In-Store,2021-04-12
CUST07000,37,Female,Islamabad,Silver,Online,2023-07-21
CUST07001,47,Female,Quetta,Silver,Mobile App,2024-11-14
CUST07002,23,Female,Lahore,Bronze,In-Store,2017-04-01
CUST07003,20,Female,Gujranwala,Gold,Online,2024-05-10
CUST07004,37,Female,Lahore,Bronze,In-Store,2016-09-14
CUST07005,32,Male,Karachi,Silver,In-Store,2018-06-21
CUST07006,35,Male,Islamabad,Bronze,Online,2025-09-10
CUST07007,31,Male,Karachi,Gold,Mobile App,2017-02-24
CUST07008,66,Female,Peshawar,Silver,In-Store,2018-03-01
CUST07009,31,Female,Karachi,Silver,In-Store,2023-07-07
CUST07010,45,Female,Karachi,Bronze,In-Store,2022-03-17
CUST07011,44,Male,Gujranwala,Silver,Online,2024-01-22
CUST07012,18,Other,Faisalabad,Bronze,In-Store,2023-04-15
CUST07013,57,Female,Multan,Silver,In-Store,2017-08-12
CUST07014,46,Male,Lahore,Bronze,Online,2020-10-01
CUST07015,40,Female,Abbottabad,Gold,Online,2015-08-28
CUST07016,51,Other,Abbottabad,Bronze,In-Store,2015-10-27
CUST07017,37,Male,Islamabad,Silver,Online,2023-08-20
CUST07018,49,Female,Gujranwala,Bronze,Online,2018-09-11
CUST07019,18,Female,Gujranwala,Gold,In-Store,2020-06-04
CUST07020,48,Male,Bahawalpur,Bronze,Online,2025-04-01
CUST07021,40,Male,Hyderabad,Platinum,In-Store,2022-09-10
CUST07022,40,Male,Rawalpindi,Bronze,In-Store,2021-02-19
CUST07023,27,Female,Islamabad,Silver,In-Store,2021-01-25
CUST07024,35,Male,Sargodha,Platinum,In-Store,2025-06-17
CUST07025,34,Male,Rawalpindi,Gold,Online,2018-12-31
CUST07026,23,Female,Faisalabad,Bronze,In-Store,2016-10-11
CUST07027,42,Male,Karachi,Platinum,In-Store,2025-03-01
CUST07028,58,Male,Lahore,Bronze,Online,2015-10-01
CUST07029,19,Female,Lahore,Silver,In-Store,2024-05-13
CUST07030,44,Female,Karachi,Gold,In-Store,2022-04-04
CUST07031,32,Female,Islamabad,Bronze,Online,2017-02-14
CUST07032,31,Male,Faisalabad,Gold,In-Store,2018-01-23
CUST07033,38,Male,Sialkot,Silver,In-Store,2019-05-24
CUST07034,39,Female,Multan,Gold,In-Store,2021-04-16
CUST07035,40,Female,Gujranwala,Bronze,Mobile App,2020-07-26
CUST07036,23,Female,Lahore,Gold,In-Store,2019-01-12
CUST07037,52,Male,Gujranwala,Silver,In-Store,2021-01-06
CUST07038,39,Female,Karachi,Silver,Online,2017-09-28
CUST07039,45,Female,Lahore,Bronze,In-Store,2015-01-08
CUST07040,53,Female,Rawalpindi,Bronze,In-Store,2015-12-21
CUST07041,18,Male,Sargodha,Bronze,In-Store,2018-09-29
CUST07042,46,Male,Karachi,Bronze,Online,2021-01-27
CUST07043,35,Male,Lahore,Silver,Mobile App,2016-03-25
CUST07044,51,Female,Karachi,Gold,Online,2015-08-05
CUST07045,27,Female,Rawalpindi,Bronze,Online,2023-06-13
CUST07046,50,Male,Islamabad,Platinum,Mobile App,2022-11-25
CUST07047,24,Female,Karachi,Bronze,In-Store,2020-05-10
CUST07048,43,Female,Rawalpindi,Silver,Online,2017-11-22
CUST07049,41,Male,Rawalpindi,Gold,Mobile App,2021-11-15
CUST07050,35,Female,Peshawar,Silver,Online,2016-07-22
CUST07051,24,Male,Hyderabad,Silver,In-Store,2015-02-13
CUST07052,33,Female,Abbottabad,Bronze,Mobile App,2024-02-18
CUST07053,49,Female,Karachi,Silver,In-Store,2023-06-01
CUST07054,57,Female,Islamabad,Platinum,In-Store,2024-12-02
CUST07055,63,Male,Abbottabad,Bronze,Online,2024-02-06
CUST07056,44,Male,Multan,Gold,In-Store,2016-05-23
CUST07057,41,Male,Islamabad,Gold,In-Store,2015-08-19
CUST07058,43,Male,Rawalpindi,Gold,In-Store,2025-06-19
CUST07059,63,Female,Hyderabad,Bronze,In-Store,2024-09-20
CUST07060,44,Female,Hyderabad,Silver,In-Store,2020-02-29
CUST07061,39,Female,Lahore,Bronze,In-Store,2021-03-24
CUST07062,34,Female,Islamabad,Silver,In-Store,2016-04-25
CUST07063,35,Male,Quetta,Gold,Online,2017-05-23
CUST07064,43,Male,Karachi,Bronze,In-Store,2019-01-23
CUST07065,28,Male,Hyderabad,Platinum,Online,2017-07-26
CUST07066,29,Female,Karachi,Silver,Mobile App,2021-01-16
CUST07067,37,Male,Rawalpindi,Silver,In-Store,2019-04-04
CUST07068,32,Male,Gujranwala,Gold,Mobile App,2017-11-21
CUST07069,45,Male,Bahawalpur,Gold,Online,2017-08-05
CUST07070,46,Male,Multan,Platinum,Mobile App,2023-08-04
CUST07071,41,Male,Faisalabad,Silver,In-Store,2022-02-05
CUST07072,44,Male,Quetta,Silver,Online,2016-04-17
CUST07073,39,Female,Hyderabad,Bronze,In-Store,2023-04-30
CUST07074,18,Male,Karachi,Gold,Mobile App,2024-09-23
CUST07075,26,Male,Multan,Silver,In-Store,2017-10-18
CUST07076,47,Female,Sialkot,Bronze,In-Store,2019-08-04
CUST07077,27,Male,Bahawalpur,Platinum,In-Store,2016-03-16
CUST07078,49,Male,Islamabad,Silver,In-Store,2025-09-30
CUST07079,49,Female,Bahawalpur,Gold,In-Store,2022-12-08
CUST07080,34,Male,Peshawar,Silver,In-Store,2019-12-05
CUST07081,30,Female,Islamabad,Bronze,In-Store,2015-12-14
CUST07082,38,Female,Abbottabad,Silver,In-Store,2015-03-08
CUST07083,37,Female,Karachi,Silver,In-Store,2020-01-08
CUST07084,46,Male,Sukkur,Platinum,In-Store,2019-04-17
CUST07085,18,Female,Faisalabad,Bronze,Online,2019-09-28
CUST07086,28,Female,Multan,Silver,In-Store,2019-05-03
CUST07087,24,Female,Hyderabad,Silver,Online,2025-06-19
CUST07088,18,Male,Bahawalpur,Silver,In-Store,2018-12-11
CUST07089,31,Female,Sukkur,Bronze,In-Store,2019-07-14
CUST07090,18,Female,Rawalpindi,Silver,In-Store,2023-04-13
CUST07091,32,Male,Quetta,Bronze,In-Store,2018-11-05
CUST07092,31,Male,Sialkot,Silver,In-Store,2021-06-09
CUST07093,43,Female,Islamabad,Silver,In-Store,2023-01-19
CUST07094,34,Female,Lahore,Bronze,In-Store,2024-12-16
CUST07095,18,Female,Gujranwala,Platinum,In-Store,2015-05-06
CUST07096,42,Female,Faisalabad,Gold,In-Store,2021-11-17
CUST07097,69,Male,Lahore,Platinum,In-Store,2020-11-01
CUST07098,51,Male,Sukkur,Gold,In-Store,2021-06-06
CUST07099,46,Female,Faisalabad,Silver,Online,2025-10-28
CUST07100,35,Female,Sukkur,Silver,In-Store,2017-12-28
CUST07101,31,Female,Lahore,Bronze,Online,2024-01-11
CUST07102,30,Male,Sukkur,Bronze,Online,2022-04-12
CUST07103,41,Female,Islamabad,Silver,In-Store,2019-07-30
CUST07104,23,Female,Lahore,Bronze,In-Store,2022-09-17
CUST07105,40,Male,Islamabad,Gold,In-Store,2023-08-06
CUST07106,29,Female,Multan,Bronze,In-Store,2015-06-28
CUST07107,18,Male,Lahore,Bronze,Mobile App,2021-01-28
CUST07108,29,Male,Peshawar,Silver,Online,2015-07-28
CUST07109,54,Female,Faisalabad,Silver,In-Store,2015-04-28
CUST07110,39,Male,Peshawar,Bronze,Online,2017-04-23
CUST07111,18,Female,Islamabad,Bronze,Online,2017-03-15
CUST07112,29,Female,Lahore,Silver,In-Store,2021-06-04
CUST07113,49,Male,Peshawar,Gold,In-Store,2024-02-11
CUST07114,34,Female,Faisalabad,Bronze,In-Store,2021-12-29
CUST07115,44,Male,Karachi,Gold,In-Store,2024-04-12
CUST07116,32,Male,Peshawar,Silver,In-Store,2018-12-02
CUST07117,40,Male,Lahore,Gold,In-Store,2024-12-14
CUST07118,38,Female,Islamabad,Bronze,In-Store,2017-09-09
CUST07119,29,Male,Hyderabad,Platinum,Mobile App,2023-02-15
CUST07120,45,Male,Lahore,Silver,In-Store,2016-10-24
CUST07121,57,Female,Rawalpindi,Bronze,In-Store,2021-05-21
CUST07122,43,Female,Karachi,Gold,Online,2018-04-26
CUST07123,39,Female,Rawalpindi,Silver,Online,2021-10-07
CUST07124,27,Male,Bahawalpur,Bronze,In-Store,2019-12-28
CUST07125,50,Female,Faisalabad,Gold,In-Store,2016-03-22
CUST07126,31,Female,Sukkur,Gold,In-Store,2021-08-06
CUST07127,45,Male,Faisalabad,Bronze,In-Store,2023-03-11
CUST07128,47,Male,Karachi,Silver,Online,2024-07-30
CUST07129,50,Male,Faisalabad,Bronze,Mobile App,2025-01-09
CUST07130,51,Female,Lahore,Bronze,In-Store,2021-12-24
CUST07131,50,Female,Rawalpindi,Silver,In-Store,2022-01-31
CUST07132,21,Male,Lahore,Bronze,In-Store,2021-01-03
CUST07133,26,Male,Karachi,Bronze,Mobile App,2025-04-07
CUST07134,20,Female,Lahore,Bronze,Online,2018-10-21
CUST07135,19,Female,Islamabad,Bronze,Online,2020-06-26
CUST07136,57,Female,Gujranwala,Gold,Mobile App,2019-09-28
CUST07137,25,Male,Sialkot,Bronze,In-Store,2018-08-15
CUST07138,23,Female,Karachi,Bronze,Mobile App,2022-02-03
CUST07139,37,Male,Sialkot,Bronze,Mobile App,2015-08-29
CUST07140,28,Male,Karachi,Silver,Online,2022-01-03
CUST07141,67,Female,Karachi,Silver,In-Store,2024-03-16
CUST07142,34,Male,Sialkot,Silver,Mobile App,2017-04-28
CUST07143,43,Female,Islamabad,Bronze,In-Store,2017-08-19
CUST07144,27,Male,Islamabad,Gold,In-Store,2023-11-29
CUST07145,18,Female,Islamabad,Platinum,In-Store,2018-04-03
CUST07146,28,Male,Faisalabad,Gold,In-Store,2024-02-16
CUST07147,28,Male,Multan,Gold,Online,2021-11-28
CUST07148,28,Male,Peshawar,Bronze,In-Store,2025-10-19
CUST07149,18,Female,Karachi,Silver,Online,2020-03-31
CUST07150,39,Female,Lahore,Bronze,In-Store,2024-11-01
CUST07151,33,Female,Rawalpindi,Gold,In-Store,2025-02-22
CUST07152,18,Female,Sukkur,Gold,In-Store,2016-02-12
CUST07153,39,Female,Sialkot,Bronze,In-Store,2017-05-19
CUST07154,47,Male,Lahore,Gold,Online,2019-10-14
CUST07155,53,Male,Lahore,Silver,In-Store,2017-12-30
CUST07156,18,Female,Islamabad,Platinum,In-Store,2015-08-19
CUST07157,28,Female,Hyderabad,Platinum,Online,2025-09-09
CUST07158,20,Male,Abbottabad,Bronze,In-Store,2023-06-17
CUST07159,29,Male,Karachi,Gold,Online,2018-11-08
CUST07160,56,Other,Faisalabad,Bronze,In-Store,2024-08-06
CUST07161,28,Male,Islamabad,Silver,In-Store,2025-04-04
CUST07162,31,Male,Islamabad,Silver,Online,2020-05-20
CUST07163,27,Female,Faisalabad,Bronze,In-Store,2016-06-21
CUST07164,59,Female,Quetta,Gold,In-Store,2017-01-17
CUST07165,18,Male,Multan,Silver,In-Store,2024-02-02
CUST07166,30,Female,Rawalpindi,Silver,In-Store,2020-01-20
CUST07167,26,Male,Quetta,Silver,Mobile App,2020-08-05
CUST07168,18,Male,Rawalpindi,Silver,Mobile App,2016-06-10
CUST07169,52,Female,Peshawar,Bronze,Online,2015-05-15
CUST07170,18,Female,Lahore,Bronze,Online,2015-12-30
CUST07171,32,Female,Islamabad,Bronze,Mobile App,2022-09-23
CUST07172,36,Male,Multan,Gold,In-Store,2016-05-06
CUST07173,28,Male,Bahawalpur,Bronze,In-Store,2024-03-29
CUST07174,18,Male,Karachi,Bronze,In-Store,2016-02-13
CUST07175,35,Male,Quetta,Silver,Mobile App,2017-01-01
CUST07176,28,Male,Rawalpindi,Gold,Online,2024-10-27
CUST07177,48,Male,Sialkot,Gold,Online,2020-11-07
CUST07178,44,Male,Karachi,Bronze,In-Store,2015-05-04
CUST07179,63,Female,Multan,Silver,Online,2017-02-14
CUST07180,39,Male,Rawalpindi,Bronze,In-Store,2018-02-09
CUST07181,45,Male,Islamabad,Platinum,In-Store,2017-12-16
CUST07182,33,Male,Karachi,Silver,In-Store,2017-04-06
CUST07183,60,Female,Faisalabad,Bronze,In-Store,2018-10-24
CUST07184,38,Male,Islamabad,Bronze,In-Store,2019-11-24
CUST07185,36,Male,Bahawalpur,Gold,In-Store,2015-12-22
CUST07186,45,Male,Sialkot,Bronze,In-Store,2017-10-21
CUST07187,29,Male,Karachi,Platinum,In-Store,2025-10-25
CUST07188,31,Female,Islamabad,Silver,In-Store,2017-10-01
CUST07189,45,Male,Lahore,Silver,In-Store,2016-10-07
CUST07190,47,Female,Peshawar,Gold,In-Store,2024-10-26
CUST07191,45,Female,Multan,Gold,In-Store,2015-11-24
CUST07192,36,Female,Islamabad,Silver,In-Store,2022-04-10
CUST07193,41,Female,Lahore,Bronze,Mobile App,2015-09-03
CUST07194,50,Male,Rawalpindi,Gold,In-Store,2018-04-05
CUST07195,23,Male,Lahore,Gold,In-Store,2022-06-23
CUST07196,38,Male,Lahore,Gold,Online,2018-07-15
CUST07197,18,Male,Gujranwala,Bronze,Mobile App,2021-10-27
CUST07198,47,Male,Abbottabad,Platinum,Mobile App,2019-01-23
CUST07199,27,Male,Sialkot,Silver,In-Store,2018-10-10
CUST07200,28,Male,Karachi,Bronze,In-Store,2019-05-10
CUST07201,36,Female,Sargodha,Gold,Online,2015-07-19
CUST07202,46,Male,Rawalpindi,Gold,Online,2017-01-24
CUST07203,69,Male,Lahore,Bronze,Online,2021-08-07
CUST07204,18,Female,Sialkot,Bronze,In-Store,2018-11-07
CUST07205,26,Female,Karachi,Silver,In-Store,2025-08-28
CUST07206,40,Male,Karachi,Gold,In-Store,2024-08-13
CUST07207,28,Female,Sialkot,Bronze,In-Store,2023-02-14
CUST07208,48,Male,Karachi,Gold,In-Store,2022-11-30
CUST07209,35,Female,Rawalpindi,Platinum,Online,2023-10-16
CUST07210,49,Female,Faisalabad,Platinum,Online,2015-06-04
CUST07211,34,Male,Abbottabad,Bronze,In-Store,2017-04-05
CUST07212,45,Female,Islamabad,Silver,Online,2023-11-28
CUST07213,25,Male,Lahore,Silver,In-Store,2025-02-14
CUST07214,63,Male,Rawalpindi,Silver,In-Store,2019-06-21
CUST07215,18,Female,Rawalpindi,Silver,In-Store,2020-11-18
CUST07216,28,Female,Faisalabad,Platinum,Mobile App,2022-12-21
CUST07217,19,Other,Sukkur,Gold,Online,2019-11-20
CUST07218,48,Male,Quetta,Silver,In-Store,2019-04-29
CUST07219,45,Female,Hyderabad,Platinum,In-Store,2025-12-04
CUST07220,22,Female,Islamabad,Platinum,In-Store,2023-07-14
CUST07221,50,Male,Sialkot,Bronze,In-Store,2025-04-03
CUST07222,28,Female,Sargodha,Silver,Mobile App,2022-04-21
CUST07223,43,Female,Karachi,Platinum,Mobile App,2015-12-11
CUST07224,46,Female,Rawalpindi,Gold,Online,2022-05-25
CUST07225,34,Male,Multan,Gold,In-Store,2019-02-18
CUST07226,49,Female,Multan,Silver,In-Store,2024-09-12
CUST07227,36,Female,Faisalabad,Bronze,In-Store,2025-02-07
CUST07228,42,Male,Gujranwala,Bronze,In-Store,2024-01-31
CUST07229,34,Male,Lahore,Bronze,Mobile App,2020-12-15
CUST07230,18,Female,Sargodha,Silver,In-Store,2020-06-01
CUST07231,36,Male,Gujranwala,Platinum,Online,2018-05-19
CUST07232,26,Female,Lahore,Bronze,In-Store,2022-04-12
CUST07233,56,Male,Karachi,Silver,Online,2021-10-21
CUST07234,20,Male,Quetta,Silver,Online,2019-03-03
CUST07235,53,Female,Karachi,Bronze,In-Store,2025-07-19
CUST07236,35,Male,Faisalabad,Bronze,In-Store,2022-04-05
CUST07237,43,Male,Multan,Bronze,In-Store,2018-01-18
CUST07238,20,Male,Abbottabad,Gold,In-Store,2017-12-07
CUST07239,33,Female,Islamabad,Silver,In-Store,2016-08-02
CUST07240,29,Male,Quetta,Silver,Online,2021-04-18
CUST07241,65,Female,Sargodha,Platinum,In-Store,2019-09-11
CUST07242,29,Other,Rawalpindi,Bronze,In-Store,2023-12-17
CUST07243,52,Female,Karachi,Gold,Online,2016-01-16
CUST07244,53,Male,Karachi,Bronze,In-Store,2020-07-22
CUST07245,52,Male,Islamabad,Silver,Online,2016-01-31
CUST07246,30,Female,Islamabad,Gold,In-Store,2022-07-04
CUST07247,61,Male,Islamabad,Silver,In-Store,2021-03-23
CUST07248,64,Female,Rawalpindi,Silver,Mobile App,2018-03-01
CUST07249,42,Female,Faisalabad,Silver,Mobile App,2025-11-28
CUST07250,31,Female,Lahore,Bronze,In-Store,2024-01-06
CUST07251,26,Female,Rawalpindi,Gold,Online,2017-02-23
CUST07252,44,Female,Peshawar,Silver,Online,2020-03-13
CUST07253,38,Male,Faisalabad,Gold,In-Store,2022-07-28
CUST07254,40,Male,Sialkot,Platinum,In-Store,2019-05-14
CUST07255,20,Female,Lahore,Silver,Online,2020-02-17
CUST07256,38,Female,Islamabad,Bronze,Online,2015-05-02
CUST07257,52,Male,Faisalabad,Silver,Online,2020-04-30
CUST07258,48,Male,Bahawalpur,Silver,In-Store,2016-02-04
CUST07259,32,Female,Multan,Bronze,Online,2024-03-31
CUST07260,36,Male,Lahore,Silver,In-Store,2016-05-14
CUST07261,18,Male,Karachi,Silver,Online,2015-09-11
CUST07262,29,Male,Faisalabad,Silver,In-Store,2020-05-05
CUST07263,33,Male,Sargodha,Bronze,Online,2019-06-01
CUST07264,46,Male,Peshawar,Silver,In-Store,2015-11-07
CUST07265,28,Male,Rawalpindi,Bronze,In-Store,2021-05-21
CUST07266,24,Male,Karachi,Bronze,In-Store,2021-10-28
CUST07267,47,Female,Karachi,Gold,In-Store,2021-07-28
CUST07268,32,Female,Sialkot,Silver,In-Store,2016-09-20
CUST07269,27,Male,Islamabad,Silver,Online,2015-05-11
CUST07270,48,Male,Lahore,Bronze,In-Store,2021-11-06
CUST07271,43,Male,Lahore,Silver,In-Store,2025-08-08
CUST07272,35,Female,Sukkur,Bronze,In-Store,2020-08-22
CUST07273,33,Male,Lahore,Bronze,In-Store,2023-03-11
CUST07274,42,Female,Lahore,Platinum,In-Store,2018-02-16
CUST07275,45,Female,Islamabad,Bronze,In-Store,2015-11-19
CUST07276,40,Female,Quetta,Gold,Online,2020-02-09
CUST07277,39,Male,Rawalpindi,Silver,Online,2015-09-15
CUST07278,30,Female,Sialkot,Bronze,In-Store,2020-01-26
CUST07279,30,Male,Peshawar,Bronze,In-Store,2018-08-12
CUST07280,35,Female,Islamabad,Bronze,In-Store,2016-06-14
CUST07281,25,Female,Sukkur,Silver,Online,2025-03-06
CUST07282,23,Female,Karachi,Bronze,In-Store,2020-02-05
CUST07283,36,Female,Quetta,Platinum,Mobile App,2022-01-27
CUST07284,50,Female,Faisalabad,Bronze,Online,2022-01-20
CUST07285,18,Female,Islamabad,Bronze,Mobile App,2024-09-20
CUST07286,32,Female,Rawalpindi,Bronze,In-Store,2022-08-20
CUST07287,41,Male,Multan,Silver,Mobile App,2018-01-26
CUST07288,51,Male,Lahore,Bronze,Mobile App,2024-10-26
CUST07289,61,Male,Multan,Silver,In-Store,2024-02-17
CUST07290,34,Male,Faisalabad,Gold,Mobile App,2022-12-14
CUST07291,63,Male,Sialkot,Platinum,In-Store,2016-09-14
CUST07292,43,Male,Lahore,Bronze,In-Store,2020-11-15
CUST07293,48,Male,Islamabad,Silver,In-Store,2025-10-16
CUST07294,24,Female,Faisalabad,Bronze,In-Store,2018-04-16
CUST07295,43,Male,Quetta,Bronze,Online,2024-11-16
CUST07296,49,Female,Islamabad,Gold,Online,2020-02-18
CUST07297,29,Male,Lahore,Gold,In-Store,2020-10-01
CUST07298,18,Male,Sukkur,Bronze,In-Store,2025-09-24
CUST07299,39,Female,Karachi,Silver,In-Store,2018-03-06
CUST07300,35,Female,Quetta,Gold,Online,2025-05-24
CUST07301,55,Male,Gujranwala,Bronze,In-Store,2023-12-03
CUST07302,31,Male,Lahore,Bronze,In-Store,2023-02-11
CUST07303,28,Female,Rawalpindi,Gold,In-Store,2015-07-12
CUST07304,22,Female,Faisalabad,Silver,Online,2015-05-14
CUST07305,29,Other,Sialkot,Bronze,Online,2018-08-29
CUST07306,72,Male,Sukkur,Bronze,Mobile App,2015-09-17
CUST07307,18,Male,Islamabad,Gold,Online,2018-09-18
CUST07308,20,Male,Islamabad,Silver,In-Store,2025-09-22
CUST07309,37,Female,Islamabad,Silver,Mobile App,2023-09-10
CUST07310,63,Male,Lahore,Bronze,In-Store,2023-12-01
CUST07311,47,Male,Karachi,Bronze,In-Store,2021-07-18
CUST07312,58,Female,Sukkur,Bronze,Online,2020-05-15
CUST07313,32,Male,Islamabad,Bronze,In-Store,2019-05-14
CUST07314,19,Male,Karachi,Bronze,In-Store,2019-05-28
CUST07315,32,Female,Karachi,Bronze,In-Store,2019-07-21
CUST07316,36,Female,Sargodha,Silver,In-Store,2017-01-05
CUST07317,38,Female,Karachi,Bronze,In-Store,2015-07-14
CUST07318,35,Male,Peshawar,Platinum,Online,2020-09-16
CUST07319,45,Female,Sialkot,Platinum,In-Store,2020-09-20
CUST07320,28,Female,Sialkot,Bronze,In-Store,2022-02-27
CUST07321,25,Female,Islamabad,Gold,Online,2017-01-22
CUST07322,22,Male,Peshawar,Bronze,In-Store,2016-05-31
CUST07323,40,Female,Lahore,Silver,Online,2025-06-20
CUST07324,39,Female,Rawalpindi,Silver,In-Store,2020-03-17
CUST07325,52,Female,Hyderabad,Gold,In-Store,2018-01-19
CUST07326,58,Male,Multan,Silver,Online,2018-12-01
CUST07327,22,Male,Rawalpindi,Bronze,In-Store,2015-08-18
CUST07328,38,Female,Peshawar,Silver,Online,2024-10-08
CUST07329,35,Male,Sialkot,Silver,In-Store,2023-10-29
CUST07330,18,Male,Bahawalpur,Bronze,In-Store,2022-10-29
CUST07331,31,Male,Sialkot,Gold,In-Store,2023-09-22
CUST07332,58,Female,Rawalpindi,Silver,In-Store,2024-12-07
CUST07333,29,Female,Lahore,Bronze,Online,2022-02-19
CUST07334,27,Female,Rawalpindi,Bronze,In-Store,2018-12-06
CUST07335,37,Female,Rawalpindi,Silver,In-Store,2016-01-19
CUST07336,49,Female,Multan,Silver,In-Store,2016-10-14
CUST07337,34,Female,Multan,Bronze,Mobile App,2019-11-21
CUST07338,39,Female,Lahore,Bronze,Online,2024-02-19
CUST07339,18,Male,Gujranwala,Bronze,Mobile App,2018-09-17
CUST07340,45,Male,Rawalpindi,Platinum,Online,2019-08-30
CUST07341,40,Female,Gujranwala,Silver,In-Store,2025-05-30
CUST07342,49,Female,Karachi,Silver,Online,2021-04-21
CUST07343,18,Female,Sialkot,Bronze,Online,2024-10-01
CUST07344,34,Male,Faisalabad,Silver,Mobile App,2022-12-09
CUST07345,50,Female,Rawalpindi,Platinum,Online,2020-09-09
CUST07346,30,Female,Karachi,Gold,In-Store,2021-11-03
CUST07347,38,Male,Sukkur,Silver,Online,2023-01-11
CUST07348,32,Other,Karachi,Gold,Mobile App,2023-10-30
CUST07349,32,Female,Karachi,Silver,In-Store,2022-09-29
CUST07350,53,Male,Hyderabad,Silver,Mobile App,2016-12-09
CUST07351,19,Female,Peshawar,Bronze,In-Store,2017-09-27
CUST07352,37,Male,Hyderabad,Silver,In-Store,2015-12-17
CUST07353,41,Female,Abbottabad,Gold,In-Store,2018-02-26
CUST07354,50,Female,Islamabad,Bronze,In-Store,2018-09-17
CUST07355,36,Male,Gujranwala,Gold,In-Store,2016-05-22
CUST07356,50,Male,Karachi,Bronze,In-Store,2020-10-17
CUST07357,37,Male,Bahawalpur,Gold,In-Store,2025-04-17
CUST07358,39,Male,Peshawar,Platinum,In-Store,2023-04-24
CUST07359,39,Female,Bahawalpur,Bronze,In-Store,2024-07-07
CUST07360,46,Female,Faisalabad,Platinum,Online,2023-09-12
CUST07361,45,Female,Peshawar,Gold,In-Store,2024-07-11
CUST07362,23,Female,Bahawalpur,Gold,Mobile App,2021-04-01
CUST07363,40,Male,Lahore,Bronze,In-Store,2020-04-23
CUST07364,45,Male,Islamabad,Silver,In-Store,2023-07-04
CUST07365,57,Female,Hyderabad,Silver,Mobile App,2021-07-27
CUST07366,24,Male,Sargodha,Gold,In-Store,2021-04-20
CUST07367,44,Male,Peshawar,Silver,Online,2024-05-03
CUST07368,33,Female,Rawalpindi,Bronze,In-Store,2017-09-06
CUST07369,40,Female,Karachi,Silver,Online,2015-10-16
CUST07370,24,Male,Multan,Platinum,Mobile App,2023-03-25
CUST07371,37,Male,Gujranwala,Silver,In-Store,2022-09-25
CUST07372,42,Female,Karachi,Silver,Online,2021-07-25
CUST07373,25,Female,Lahore,Gold,Online,2016-10-30
CUST07374,56,Female,Karachi,Bronze,In-Store,2021-03-29
CUST07375,18,Female,Islamabad,Gold,In-Store,2020-05-18
CUST07376,44,Female,Multan,Silver,In-Store,2023-11-26
CUST07377,18,Female,Karachi,Bronze,In-Store,2017-09-30
CUST07378,34,Female,Rawalpindi,Bronze,Online,2015-06-03
CUST07379,44,Female,Karachi,Silver,In-Store,2022-06-12
CUST07380,47,Female,Gujranwala,Gold,In-Store,2017-07-20
CUST07381,36,Male,Peshawar,Bronze,In-Store,2018-12-07
CUST07382,34,Female,Peshawar,Platinum,In-Store,2022-07-18
CUST07383,45,Female,Hyderabad,Silver,In-Store,2018-11-22
CUST07384,50,Male,Karachi,Gold,In-Store,2017-05-29
CUST07385,55,Male,Abbottabad,Bronze,Online,2015-04-16
CUST07386,21,Male,Karachi,Silver,In-Store,2017-02-12
CUST07387,35,Female,Rawalpindi,Platinum,Online,2015-02-11
CUST07388,18,Female,Karachi,Silver,In-Store,2025-06-18
CUST07389,20,Female,Bahawalpur,Gold,In-Store,2018-06-16
CUST07390,28,Male,Rawalpindi,Gold,In-Store,2025-04-02
CUST07391,49,Female,Lahore,Bronze,In-Store,2019-02-17
CUST07392,31,Male,Rawalpindi,Gold,Mobile App,2020-02-29
CUST07393,34,Female,Sargodha,Silver,Mobile App,2016-05-05
CUST07394,41,Female,Lahore,Bronze,In-Store,2016-02-18
CUST07395,29,Male,Islamabad,Silver,Mobile App,2017-07-29
CUST07396,18,Male,Karachi,Bronze,In-Store,2023-08-22
CUST07397,28,Female,Lahore,Platinum,Online,2025-06-24
CUST07398,36,Female,Sukkur,Bronze,In-Store,2023-08-16
CUST07399,44,Female,Rawalpindi,Gold,Online,2018-04-02
CUST07400,35,Other,Karachi,Silver,Online,2018-12-13
CUST07401,43,Male,Hyderabad,Silver,Mobile App,2017-08-22
CUST07402,50,Male,Hyderabad,Platinum,Mobile App,2023-04-30
CUST07403,52,Male,Abbottabad,Platinum,In-Store,2024-04-18
CUST07404,40,Female,Karachi,Gold,Online,2015-12-24
CUST07405,23,Male,Rawalpindi,Gold,In-Store,2016-07-24
CUST07406,21,Male,Sukkur,Silver,In-Store,2020-01-03
CUST07407,23,Female,Karachi,Bronze,In-Store,2025-02-26
CUST07408,24,Male,Islamabad,Silver,In-Store,2015-07-16
CUST07409,39,Female,Bahawalpur,Silver,Online,2017-10-23
CUST07410,62,Male,Karachi,Bronze,Online,2024-09-12
CUST07411,40,Male,Quetta,Silver,In-Store,2020-03-16
CUST07412,36,Female,Sargodha,Silver,Online,2018-11-04
CUST07413,50,Female,Multan,Gold,In-Store,2024-01-24
CUST07414,27,Male,Sukkur,Silver,Mobile App,2016-11-11
CUST07415,51,Male,Gujranwala,Gold,Online,2016-11-27
CUST07416,50,Male,Gujranwala,Silver,In-Store,2016-08-07
